gridId;methodeId;nbClues;timeFound;timeEnd;v_0;v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_21;v_22;v_23;v_24;25
5_1:1243003142402132430131024;0;7;0.0059467;7.201217300000001;1;2;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;1;-1;-1;0;-1;4;25
5_1:1243003142402132430131024;0;8;0.0043907;7.201217300000001;1;2;-1;-1;-1;-1;-1;1;4;-1;-1;-1;-1;-1;-1;2;-1;-1;0;-1;-1;-1;0;-1;4;25
5_1:1243003142402132430131024;1;7;0.0975613;7.3678656;-1;-1;4;-1;-1;0;-1;-1;-1;2;-1;-1;-1;-1;3;2;4;-1;-1;-1;-1;1;-1;-1;-1;25
5_1:1243003142402132430131024;1;8;0.0079184;7.3678656;-1;-1;4;3;-1;-1;-1;-1;-1;2;-1;0;-1;1;3;-1;-1;3;-1;-1;-1;1;-1;-1;-1;25
5_1:1243003142402132430131024;1;9;0.0030804;7.3678656;-1;2;4;-1;-1;-1;3;-1;-1;2;-1;0;-1;1;3;-1;-1;3;-1;1;-1;-1;-1;-1;-1;25
5_1:1243003142402132430131024;2;7;96.4315036;97.61098050000001;-1;-1;4;-1;-1;0;3;-1;-1;-1;-1;0;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;2;4;25
5_1:1243003142402132430131024;3;11;0.1398461;0.5006253;-1;2;4;-1;0;0;-1;1;-1;-1;-1;0;2;-1;-1;-1;-1;-1;0;1;3;-1;-1;2;-1;25
5_1:1243003142402132430131024;3;12;0.0037699;0.5006253;1;2;-1;-1;0;0;3;1;-1;-1;-1;0;2;-1;-1;-1;-1;-1;0;1;3;-1;-1;2;-1;25
5_1:3104224310034214210310234;0;7;0.044729000000000005;6.679910400000001;-1;-1;0;-1;-1;-1;-1;-1;1;0;-1;3;-1;2;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;4;25
5_1:3104224310034214210310234;0;8;0.006413500000000001;6.679910400000001;-1;-1;-1;-1;2;-1;-1;-1;1;-1;0;3;-1;-1;-1;-1;2;1;-1;3;-1;0;-1;-1;-1;25
5_1:3104224310034214210310234;0;9;0.0040524;6.679910400000001;-1;-1;-1;-1;2;-1;-1;-1;1;-1;0;3;-1;2;-1;-1;2;-1;0;-1;-1;0;-1;-1;4;25
5_1:3104224310034214210310234;0;10;0.0031732;6.679910400000001;-1;-1;-1;-1;2;-1;-1;-1;1;-1;0;3;-1;2;1;-1;2;-1;0;3;-1;0;-1;-1;-1;25
5_1:3104224310034214210310234;1;7;0.0050027000000000005;7.2932541;-1;1;-1;-1;2;-1;4;3;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;0;-1;-1;-1;-1;3;-1;25
5_1:3104224310034214210310234;1;8;0.0032434;7.2932541;-1;1;-1;-1;2;-1;-1;3;-1;-1;-1;-1;-1;-1;1;-1;2;-1;0;-1;-1;-1;-1;3;4;25
5_1:3104224310034214210310234;2;7;96.0961027;96.11966810000001;3;-1;-1;-1;2;-1;4;-1;1;-1;0;-1;-1;-1;-1;-1;-1;1;0;-1;-1;-1;-1;-1;-1;25
5_1:3104224310034214210310234;3;9;0.1947855;0.5000532000000001;3;-1;0;-1;-1;-1;4;-1;1;-1;-1;-1;-1;2;1;4;-1;-1;-1;-1;-1;0;-1;-1;4;25
5_1:3104224310034214210310234;3;10;0.0038185000000000003;0.5000532000000001;3;-1;0;-1;-1;-1;4;-1;1;-1;-1;-1;4;-1;1;4;-1;-1;0;-1;-1;0;-1;-1;4;25
5_1:3021402341410321342024103;0;7;0.0030339000000000004;7.4637022;3;0;-1;-1;-1;0;-1;-1;4;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;1;-1;3;25
5_1:3021402341410321342024103;1;7;0.008611500000000001;7.4950051;3;-1;-1;1;-1;-1;-1;-1;-1;1;-1;-1;0;-1;-1;-1;3;4;-1;-1;-1;-1;-1;0;-1;25
5_1:3021402341410321342024103;1;8;0.0031282000000000003;7.4950051;3;-1;2;1;-1;-1;-1;-1;-1;1;-1;-1;0;-1;-1;-1;3;-1;-1;-1;-1;-1;1;0;-1;25
5_1:3021402341410321342024103;2;7;96.25517090000001;96.72798;-1;-1;-1;1;-1;-1;-1;3;-1;-1;4;-1;-1;-1;2;-1;-1;-1;-1;0;2;-1;1;-1;-1;25
5_1:3021402341410321342024103;3;9;0.33899870000000004;0.5005789;-1;-1;-1;-1;4;-1;2;-1;-1;-1;4;-1;-1;3;-1;1;-1;4;-1;-1;-1;-1;1;0;3;25
5_1:3021402341410321342024103;3;10;0.0646879;0.5005789;-1;0;-1;-1;4;-1;2;-1;-1;-1;4;-1;-1;3;-1;1;-1;4;2;-1;-1;-1;1;-1;3;25
5_1:3021402341410321342024103;3;11;0.0037575000000000004;0.5005789;-1;0;-1;-1;4;-1;2;-1;4;-1;4;-1;-1;3;-1;1;-1;4;-1;-1;2;-1;1;-1;3;25
5_1:0413212340412033042123014;0;6;0.34902520000000004;3.269671;-1;-1;-1;-1;2;1;-1;-1;4;-1;-1;-1;2;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;25
5_1:0413212340412033042123014;0;7;0.0808171;3.269671;-1;-1;-1;-1;2;-1;2;3;-1;0;-1;-1;2;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;25
5_1:0413212340412033042123014;0;8;0.0043581;3.269671;-1;-1;-1;3;2;1;-1;-1;-1;0;-1;-1;2;0;3;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;25
5_1:0413212340412033042123014;0;9;0.0032962;3.269671;-1;-1;-1;3;2;1;-1;3;-1;0;-1;-1;2;0;3;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;25
5_1:0413212340412033042123014;1;6;0.011037100000000001;3.101805;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;-1;1;-1;0;-1;-1;0;-1;-1;-1;2;-1;-1;-1;4;25
5_1:0413212340412033042123014;1;7;0.0053426;3.101805;-1;-1;-1;3;2;-1;-1;-1;4;-1;-1;1;-1;-1;-1;-1;0;4;-1;-1;2;-1;-1;-1;-1;25
5_1:0413212340412033042123014;1;9;0.0031786;3.101805;-1;-1;-1;3;2;-1;2;-1;4;-1;-1;1;-1;-1;-1;-1;0;4;2;-1;-1;-1;-1;-1;4;25
5_1:0413212340412033042123014;2;6;28.678945600000002;29.6716477;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;4;-1;-1;-1;3;-1;0;-1;2;-1;-1;-1;-1;-1;4;25
5_1:0413212340412033042123014;3;8;0.3073128;0.5003872;0;4;-1;-1;-1;-1;-1;3;4;-1;-1;-1;-1;0;3;-1;-1;-1;-1;1;2;-1;-1;-1;-1;25
5_1:0413212340412033042123014;3;9;0.003674;0.5003872;0;4;-1;-1;-1;-1;-1;3;4;-1;-1;-1;-1;0;-1;-1;-1;4;-1;1;2;3;-1;-1;-1;25
5_1:4132023014124030423130142;0;7;0.0055188;7.503288800000001;-1;1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;4;-1;3;0;-1;2;-1;-1;-1;0;-1;-1;-1;25
5_1:4132023014124030423130142;0;8;0.0032943;7.503288800000001;-1;1;-1;-1;-1;2;-1;-1;-1;4;-1;-1;4;-1;3;-1;-1;2;-1;-1;-1;0;-1;-1;2;25
5_1:4132023014124030423130142;1;7;0.0150244;7.2588724000000004;-1;-1;-1;2;-1;-1;-1;-1;-1;4;-1;-1;4;-1;3;0;-1;-1;3;-1;-1;-1;1;-1;-1;25
5_1:4132023014124030423130142;1;8;0.0030278;7.2588724000000004;4;-1;-1;2;-1;-1;3;-1;-1;4;-1;-1;-1;-1;-1;0;4;-1;-1;1;-1;-1;1;-1;-1;25
5_1:4132023014124030423130142;2;7;96.4722167;101.5494606;4;-1;3;-1;-1;-1;-1;-1;1;-1;-1;2;-1;0;-1;-1;-1;2;-1;-1;3;-1;-1;-1;-1;25
5_1:4132023014124030423130142;3;10;0.0039302;0.5322204;-1;-1;3;-1;0;2;-1;-1;-1;4;-1;2;-1;0;-1;-1;4;-1;3;-1;3;-1;1;-1;-1;25
5_1:0413241023302141234023401;0;7;0.0539106;7.361145100000001;-1;4;-1;-1;2;-1;-1;0;-1;3;3;-1;-1;-1;-1;-1;2;-1;4;-1;-1;-1;-1;-1;-1;25
5_1:0413241023302141234023401;0;8;0.0030127;7.361145100000001;-1;4;-1;3;2;-1;-1;0;-1;3;-1;-1;2;-1;-1;-1;2;-1;4;-1;-1;-1;-1;-1;-1;25
5_1:0413241023302141234023401;1;7;0.004853700000000001;6.855476;0;-1;-1;-1;-1;-1;1;-1;2;-1;-1;-1;-1;-1;4;1;-1;-1;-1;0;-1;3;-1;-1;-1;25
5_1:0413241023302141234023401;1;8;0.0029191;6.855476;0;-1;-1;-1;-1;-1;1;-1;2;-1;3;-1;-1;-1;4;-1;2;-1;-1;0;-1;3;-1;-1;-1;25
5_1:0413241023302141234023401;2;7;96.2307184;96.8858465;-1;-1;-1;3;-1;4;1;-1;-1;-1;-1;0;2;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;1;25
5_1:0413241023302141234023401;3;9;0.0038197;0.5006295000000001;0;4;-1;-1;-1;4;-1;-1;2;-1;-1;-1;2;-1;4;-1;-1;3;4;-1;-1;-1;-1;-1;1;25
5_1:0214321034304124320114320;0;7;0.009664500000000001;7.498919000000001;-1;-1;-1;4;3;2;1;-1;-1;-1;-1;0;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;25
5_1:0214321034304124320114320;0;8;0.0054485;7.498919000000001;-1;-1;-1;4;3;2;1;-1;-1;4;-1;-1;-1;-1;2;-1;-1;-1;0;-1;-1;-1;3;-1;-1;25
5_1:0214321034304124320114320;0;9;0.0030312000000000004;7.498919000000001;-1;-1;-1;4;3;-1;1;-1;3;4;-1;-1;-1;-1;2;4;-1;2;0;-1;-1;-1;-1;-1;-1;25
5_1:0214321034304124320114320;1;7;0.0045205;7.4646303000000005;0;-1;-1;-1;3;-1;1;-1;-1;-1;3;-1;4;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;2;-1;25
5_1:0214321034304124320114320;1;8;0.0031810000000000002;7.4646303000000005;0;-1;-1;-1;3;-1;1;-1;-1;4;3;-1;4;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;2;-1;25
5_1:0214321034304124320114320;2;7;96.39333160000001;96.6382445;-1;-1;-1;4;3;2;1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;0;25
5_1:0214321034304124320114320;3;9;0.0037662000000000004;0.5024798;-1;2;-1;4;-1;2;1;-1;-1;-1;3;-1;-1;1;-1;-1;-1;-1;-1;1;-1;-1;3;-1;0;25
5_1:4321032041104232130404132;0;7;0.0499905;7.5531712;-1;-1;-1;-1;-1;-1;-1;0;4;-1;1;-1;-1;-1;3;2;-1;-1;-1;-1;-1;4;1;-1;-1;25
5_1:4321032041104232130404132;0;8;0.006862900000000001;7.5531712;-1;3;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;4;-1;3;2;-1;-1;-1;4;0;-1;1;-1;-1;25
5_1:4321032041104232130404132;0;9;0.0031406000000000003;7.5531712;-1;-1;-1;-1;-1;3;-1;0;-1;-1;-1;-1;4;-1;3;2;-1;-1;-1;4;0;-1;1;3;-1;25
5_1:4321032041104232130404132;1;7;0.0631604;6.2445329;-1;-1;-1;-1;0;-1;2;-1;4;-1;1;-1;-1;2;-1;-1;-1;3;-1;4;-1;-1;-1;-1;-1;25
5_1:4321032041104232130404132;1;8;0.0072465;6.2445329;4;-1;2;-1;-1;-1;-1;-1;4;-1;1;0;-1;2;-1;-1;1;3;-1;-1;-1;-1;-1;-1;-1;25
5_1:4321032041104232130404132;1;9;0.0033221;6.2445329;4;-1;2;-1;-1;-1;-1;-1;-1;-1;1;0;-1;2;-1;-1;1;3;-1;4;-1;4;-1;-1;-1;25
5_1:4321032041104232130404132;2;7;96.0724478;97.268055;-1;-1;2;-1;-1;-1;2;0;-1;-1;-1;0;-1;-1;3;-1;-1;-1;-1;4;-1;-1;-1;3;-1;25
5_1:4321032041104232130404132;3;12;0.35629960000000005;0.5016355;-1;-1;-1;1;0;-1;-1;-1;4;1;1;0;-1;2;-1;-1;1;3;-1;-1;0;4;1;-1;-1;25
5_1:4321032041104232130404132;3;13;0.23382180000000002;0.5016355;-1;-1;-1;1;0;-1;-1;-1;4;1;1;0;4;2;-1;-1;1;3;-1;-1;0;4;1;-1;-1;25
5_1:4321032041104232130404132;3;14;0.003920600000000001;0.5016355;-1;-1;-1;1;0;-1;-1;-1;4;1;1;0;4;-1;3;2;1;3;-1;-1;0;4;1;-1;-1;25
5_1:3021401342420311342024103;0;7;0.017707200000000003;7.387877700000001;-1;0;-1;-1;-1;-1;-1;-1;-1;2;4;-1;-1;3;-1;-1;-1;-1;2;-1;-1;4;1;-1;-1;25
5_1:3021401342420311342024103;0;8;0.0031437;7.387877700000001;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;1;1;-1;4;-1;-1;2;4;1;-1;-1;25
5_1:3021401342420311342024103;1;7;0.022804400000000002;6.646821200000001;-1;0;-1;-1;-1;-1;1;-1;4;-1;-1;-1;-1;-1;1;-1;-1;4;2;-1;2;-1;-1;-1;-1;25
5_1:3021401342420311342024103;1;8;0.005100400000000001;6.646821200000001;-1;0;-1;1;-1;-1;1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;2;-1;2;-1;-1;0;-1;25
5_1:3021401342420311342024103;1;9;0.0029916;6.646821200000001;-1;0;-1;1;4;-1;1;-1;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;0;2;-1;-1;0;-1;25
5_1:3021401342420311342024103;2;7;96.21722960000001;96.39813240000001;3;-1;-1;1;-1;-1;-1;-1;-1;-1;4;2;-1;-1;-1;-1;-1;4;-1;0;-1;-1;-1;0;-1;25
5_1:3021401342420311342024103;3;10;0.004074400000000001;0.5038569;-1;-1;2;-1;4;-1;-1;3;-1;2;-1;2;-1;3;-1;1;-1;-1;2;-1;2;4;-1;-1;-1;25
5_1:1032402143234013401241230;0;7;0.0108689;7.3565918;1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;0;-1;2;-1;1;-1;3;-1;25
5_1:1032402143234013401241230;0;8;0.0030876000000000002;7.3565918;1;0;-1;-1;4;-1;-1;1;-1;-1;-1;-1;4;-1;1;-1;-1;-1;-1;2;-1;-1;-1;3;-1;25
5_1:1032402143234013401241230;1;7;0.012187700000000001;7.2127955;1;-1;-1;-1;4;-1;2;-1;-1;3;-1;3;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;2;-1;-1;25
5_1:1032402143234013401241230;1;8;0.0043599;7.2127955;1;0;-1;2;-1;-1;2;-1;-1;3;-1;3;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;2;-1;-1;25
5_1:1032402143234013401241230;2;7;96.26097010000001;96.9146243;-1;-1;-1;2;-1;-1;2;-1;-1;3;-1;-1;4;0;-1;-1;-1;0;-1;-1;-1;1;-1;-1;-1;25
5_1:1032402143234013401241230;3;11;0.45915880000000003;0.5004772000000001;1;-1;3;-1;-1;0;2;-1;-1;-1;-1;-1;-1;0;1;-1;-1;0;-1;2;-1;1;2;3;-1;25
5_1:1032402143234013401241230;3;12;0.3583865;0.5004772000000001;1;-1;3;-1;-1;0;2;-1;-1;-1;2;-1;-1;0;1;-1;-1;0;-1;2;-1;1;-1;3;0;25
5_1:1032402143234013401241230;3;13;0.0036733000000000004;0.5004772000000001;1;-1;3;-1;-1;0;2;-1;-1;-1;-1;-1;4;0;1;3;-1;0;-1;2;-1;1;-1;3;0;25
5_1:0234131420240131320440132;0;7;0.0127968;7.472977200000001;-1;-1;3;4;-1;-1;-1;-1;-1;0;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;0;-1;-1;2;25
5_1:0234131420240131320440132;0;8;0.004769300000000001;7.472977200000001;-1;-1;3;-1;1;-1;-1;-1;2;0;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;0;-1;-1;2;25
5_1:0234131420240131320440132;0;9;0.003285;7.472977200000001;-1;2;3;-1;1;-1;-1;4;2;-1;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;0;-1;-1;2;25
5_1:0234131420240131320440132;1;7;0.0050685;7.3671975000000005;-1;2;-1;-1;1;3;-1;-1;-1;-1;-1;-1;-1;1;3;-1;-1;2;-1;-1;-1;0;-1;-1;-1;25
5_1:0234131420240131320440132;1;8;0.0031212;7.3671975000000005;-1;-1;-1;-1;1;3;-1;-1;-1;-1;-1;-1;-1;1;3;1;-1;2;-1;4;-1;0;-1;-1;-1;25
5_1:0234131420240131320440132;2;7;96.30770430000001;97.5589619;0;-1;-1;-1;-1;-1;-1;4;2;-1;-1;-1;-1;-1;-1;1;3;-1;-1;-1;-1;-1;1;-1;2;25
5_1:0234131420240131320440132;3;9;0.3162553;0.5021608000000001;0;-1;3;-1;-1;3;-1;-1;-1;0;-1;4;-1;1;-1;-1;3;-1;0;-1;-1;-1;1;-1;-1;25
5_1:0234131420240131320440132;3;10;0.0038355000000000004;0.5021608000000001;0;-1;3;-1;-1;3;-1;-1;-1;0;-1;4;-1;1;-1;-1;3;-1;0;-1;-1;-1;1;-1;2;25
5_1:4031213204021432403131420;0;7;0.0088638;7.4356515000000005;4;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;4;0;-1;-1;-1;-1;-1;2;0;25
5_1:4031213204021432403131420;0;8;0.0030875000000000004;7.4356515000000005;4;-1;-1;-1;2;1;-1;-1;-1;-1;-1;-1;-1;4;3;-1;4;0;-1;-1;-1;-1;-1;2;-1;25
5_1:4031213204021432403131420;1;7;0.0055537;7.1618877;-1;0;-1;-1;-1;-1;-1;2;-1;4;-1;-1;-1;4;3;-1;-1;0;-1;-1;3;-1;-1;-1;-1;25
5_1:4031213204021432403131420;1;8;0.0030917;7.1618877;-1;0;-1;-1;-1;-1;-1;2;0;4;-1;-1;-1;4;3;-1;-1;-1;-1;-1;3;1;-1;-1;-1;25
5_1:4031213204021432403131420;2;7;96.1166206;96.28712130000001;-1;-1;3;-1;-1;-1;-1;-1;0;4;-1;-1;-1;-1;-1;2;-1;-1;3;-1;-1;1;-1;-1;0;25
5_1:4031213204021432403131420;3;10;0.0040984;0.5000988000000001;-1;0;-1;-1;2;-1;3;2;-1;-1;0;-1;-1;4;-1;-1;-1;0;3;-1;3;-1;-1;-1;0;25
5_1:3102404213231404230110432;0;6;0.0554523;3.2435212;-1;1;-1;-1;-1;0;-1;-1;-1;-1;-1;3;1;-1;-1;4;-1;-1;0;-1;-1;-1;-1;-1;-1;25
5_1:3102404213231404230110432;0;7;0.003346;3.2435212;-1;1;-1;-1;-1;0;-1;2;-1;-1;-1;3;-1;4;-1;4;-1;-1;-1;-1;-1;-1;-1;-1;2;25
5_1:3102404213231404230110432;1;6;0.008898000000000001;3.1286452000000002;-1;-1;0;-1;4;-1;-1;-1;-1;-1;2;3;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;-1;-1;25
5_1:3102404213231404230110432;1;7;0.0032281000000000002;3.1286452000000002;-1;-1;-1;-1;4;-1;-1;2;-1;-1;-1;3;-1;-1;0;-1;2;-1;0;-1;-1;-1;4;-1;-1;25
5_1:3102404213231404230110432;2;6;28.6790905;28.8908135;-1;-1;-1;-1;-1;-1;4;2;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;0;1;-1;-1;4;-1;-1;25
5_1:3102404213231404230110432;3;9;0.305163;0.5006591;-1;-1;-1;2;4;-1;-1;-1;1;3;2;-1;1;-1;-1;-1;-1;3;-1;-1;1;0;-1;-1;-1;25
5_1:3102404213231404230110432;3;10;0.0050531000000000005;0.5006591;-1;-1;-1;2;4;-1;4;-1;1;-1;2;-1;1;-1;-1;-1;-1;3;-1;1;1;0;-1;-1;-1;25
5_1:0231413402412303402120143;0;7;0.0029678;7.4092932000000005;0;2;-1;-1;-1;-1;3;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;1;4;-1;25
5_1:0231413402412303402120143;1;7;0.0348841;6.721238100000001;-1;2;-1;1;-1;-1;3;-1;-1;2;4;-1;-1;-1;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;25
5_1:0231413402412303402120143;1;8;0.0040423;6.721238100000001;-1;2;-1;1;-1;-1;3;4;-1;-1;-1;-1;-1;-1;0;-1;-1;0;2;1;-1;-1;-1;-1;-1;25
5_1:0231413402412303402120143;1;9;0.0031832;6.721238100000001;-1;2;-1;1;-1;-1;-1;4;-1;-1;-1;1;-1;-1;0;-1;4;0;2;1;-1;-1;-1;-1;-1;25
5_1:0231413402412303402120143;2;7;96.2001987;96.3979324;-1;2;-1;-1;-1;-1;-1;-1;0;-1;4;-1;-1;-1;-1;-1;-1;0;-1;1;2;-1;1;-1;-1;25
5_1:0231413402412303402120143;3;8;0.0040802;0.5018644;-1;2;3;-1;-1;-1;-1;-1;0;-1;4;-1;2;-1;-1;-1;-1;-1;-1;1;2;-1;-1;4;-1;25
5_1:1430220413310240324142130;0;6;0.0753579;3.1335113000000003;-1;4;-1;-1;2;-1;-1;-1;-1;-1;3;-1;0;-1;-1;0;-1;-1;-1;-1;-1;2;-1;-1;-1;25
5_1:1430220413310240324142130;0;7;0.0106837;3.1335113000000003;-1;-1;-1;0;2;-1;-1;-1;-1;-1;3;-1;0;-1;-1;-1;3;-1;-1;-1;4;2;-1;-1;-1;25
5_1:1430220413310240324142130;0;8;0.0031100000000000004;3.1335113000000003;-1;-1;-1;0;2;-1;0;-1;1;-1;3;1;0;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;25
5_1:1430220413310240324142130;1;6;0.0540874;3.146446;-1;-1;-1;-1;2;-1;-1;4;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;2;-1;-1;0;25
5_1:1430220413310240324142130;1;7;0.0031114000000000003;3.146446;-1;4;-1;0;2;-1;0;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;0;25
5_1:1430220413310240324142130;2;6;28.701518800000002;30.805734;-1;4;-1;-1;2;-1;-1;-1;1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;-1;-1;1;3;-1;25
5_1:1430220413310240324142130;3;9;0.3586865;0.5003081;-1;-1;3;-1;-1;-1;0;-1;1;-1;-1;1;-1;2;-1;0;-1;-1;-1;1;4;-1;-1;-1;0;25
5_1:1430220413310240324142130;3;10;0.1694968;0.5003081;-1;-1;3;0;-1;-1;0;-1;1;-1;-1;1;-1;-1;4;0;-1;-1;-1;1;4;-1;-1;-1;0;25
5_1:1430220413310240324142130;3;11;0.0036947000000000004;0.5003081;-1;-1;3;0;-1;-1;0;-1;1;-1;-1;1;0;2;-1;0;-1;-1;-1;1;4;-1;-1;-1;0;25
5_1:4310212043304212431001234;0;7;0.0131079;7.3008443000000005;-1;-1;-1;0;-1;1;2;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;-1;3;4;25
5_1:4310212043304212431001234;0;8;0.0043932;7.3008443000000005;-1;-1;1;-1;2;-1;2;-1;4;-1;-1;-1;-1;-1;1;-1;-1;3;-1;-1;-1;-1;-1;3;4;25
5_1:4310212043304212431001234;1;7;0.0050581;7.578128;4;-1;-1;0;-1;-1;-1;-1;-1;3;-1;0;-1;-1;-1;2;-1;3;-1;-1;-1;-1;2;-1;-1;25
5_1:4310212043304212431001234;1;8;0.0031811;7.578128;4;-1;1;0;-1;-1;-1;-1;-1;3;-1;0;-1;-1;-1;2;-1;-1;1;-1;-1;-1;2;-1;-1;25
5_1:4310212043304212431001234;2;7;96.09978140000001;96.6498885;-1;-1;-1;-1;2;-1;-1;-1;4;-1;3;-1;-1;-1;-1;2;-1;-1;-1;0;-1;1;-1;3;-1;25
5_1:4310212043304212431001234;3;10;0.1006274;0.5008969;-1;3;-1;-1;-1;1;2;0;-1;-1;3;-1;-1;-1;1;-1;-1;3;1;-1;-1;-1;-1;3;4;25
5_1:4310212043304212431001234;3;11;0.060258500000000007;0.5008969;-1;3;1;0;-1;1;2;-1;-1;-1;3;-1;-1;-1;1;-1;-1;3;1;-1;-1;-1;-1;3;4;25
5_1:4310212043304212431001234;3;12;0.003963100000000001;0.5008969;-1;3;1;-1;-1;1;2;-1;-1;-1;3;-1;-1;-1;1;-1;4;3;1;-1;0;-1;-1;3;4;25
5_1:1430230241021342341041023;0;7;0.0041653;7.2355945;-1;4;-1;-1;-1;-1;-1;2;4;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;2;3;25
5_1:1430230241021342341041023;0;8;0.0030709;7.2355945;-1;4;3;-1;-1;-1;-1;2;4;-1;0;-1;-1;-1;-1;2;-1;-1;-1;0;-1;-1;-1;2;-1;25
5_1:1430230241021342341041023;1;7;0.010898300000000001;7.2674542;-1;4;-1;0;-1;3;-1;2;-1;-1;-1;-1;-1;-1;4;2;3;-1;-1;-1;-1;-1;-1;-1;-1;25
5_1:1430230241021342341041023;1;8;0.0031369;7.2674542;-1;4;3;0;-1;-1;-1;-1;4;-1;-1;2;-1;-1;4;2;3;-1;-1;-1;-1;-1;-1;-1;-1;25
5_1:1430230241021342341041023;2;7;96.02430670000001;97.1677945;1;-1;-1;-1;-1;-1;0;2;-1;-1;-1;-1;-1;-1;4;-1;3;-1;-1;-1;4;-1;-1;2;-1;25
5_1:1430230241021342341041023;3;8;0.0034559;0.501339;1;-1;3;-1;-1;-1;-1;-1;4;-1;0;-1;-1;-1;4;-1;-1;-1;1;0;-1;1;-1;-1;-1;25
5_1:1043242103032413102424310;0;7;0.0069493;7.034879900000001;-1;-1;4;-1;2;-1;-1;1;-1;-1;0;3;-1;-1;-1;3;-1;-1;-1;-1;-1;4;-1;-1;-1;25
5_1:1043242103032413102424310;0;8;0.0031932;7.034879900000001;-1;-1;4;-1;-1;-1;2;1;0;-1;0;-1;-1;-1;-1;3;-1;-1;2;-1;-1;4;-1;-1;-1;25
5_1:1043242103032413102424310;1;7;0.025873200000000002;7.340313500000001;1;-1;-1;-1;2;-1;-1;1;-1;-1;-1;3;-1;4;-1;3;-1;-1;-1;-1;-1;4;-1;-1;-1;25
5_1:1043242103032413102424310;1;8;0.0027541;7.340313500000001;-1;-1;4;-1;2;-1;-1;-1;-1;-1;-1;3;-1;4;-1;3;-1;0;-1;-1;-1;4;-1;-1;0;25
5_1:1043242103032413102424310;2;7;96.1218563;96.17428980000001;1;-1;-1;-1;-1;-1;2;1;-1;-1;-1;-1;-1;4;-1;-1;-1;0;-1;4;-1;-1;-1;-1;0;25
5_1:1043242103032413102424310;3;10;0.0036592;0.5000457;-1;0;-1;-1;2;-1;2;1;-1;-1;0;-1;-1;-1;1;3;-1;-1;2;-1;-1;-1;3;1;-1;25
5_1:0421332140410321032423401;0;7;0.0030849000000000002;7.4645486000000005;-1;4;-1;1;-1;3;-1;-1;-1;-1;-1;-1;0;-1;-1;1;-1;-1;2;-1;-1;-1;4;-1;-1;25
5_1:0421332140410321032423401;1;7;0.1034994;6.9908114;-1;-1;-1;-1;3;-1;-1;-1;4;-1;4;-1;0;-1;-1;-1;0;3;-1;-1;2;-1;-1;-1;-1;25
5_1:0421332140410321032423401;1;8;0.0029465000000000003;6.9908114;-1;4;-1;-1;3;-1;-1;-1;-1;-1;4;-1;-1;-1;2;-1;0;3;-1;-1;2;-1;-1;-1;1;25
