gridId;methodeId;nbClues;timeFound;timeEnd;v_0;v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_21;v_22;v_23;v_24;25
5_1:0421332140410321032423401;2;7;96.1970584;97.07747300000001;-1;-1;2;-1;-1;3;-1;-1;-1;-1;-1;1;-1;3;-1;-1;-1;-1;2;-1;-1;-1;4;-1;1;25
5_1:0421332140410321032423401;3;9;0.0039101000000000006;0.6040318;-1;-1;2;-1;3;3;-1;1;-1;-1;-1;-1;-1;-1;2;-1;0;-1;2;-1;-1;3;-1;0;-1;25
5_1:4201303241201341432031402;0;7;0.0045796000000000005;7.291435600000001;4;-1;-1;-1;3;-1;-1;2;-1;-1;-1;0;1;-1;-1;-1;-1;-1;-1;0;3;-1;-1;-1;-1;25
5_1:4201303241201341432031402;1;7;0.0428575;7.5910038;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;0;-1;-1;4;-1;-1;3;2;-1;3;-1;4;-1;-1;25
5_1:4201303241201341432031402;1;8;0.0030876000000000002;7.5910038;-1;-1;-1;-1;-1;-1;-1;2;-1;1;-1;0;-1;-1;4;1;-1;3;-1;-1;-1;-1;-1;0;2;25
5_1:4201303241201341432031402;2;7;96.2357059;96.45231000000001;-1;-1;-1;-1;-1;0;-1;-1;-1;1;-1;-1;-1;3;4;-1;-1;3;2;-1;-1;1;-1;-1;-1;25
5_1:4201303241201341432031402;3;12;0.0728491;0.500101;4;-1;-1;1;-1;-1;-1;2;4;-1;-1;0;1;-1;4;1;4;-1;-1;0;-1;1;-1;-1;2;25
5_1:4201303241201341432031402;3;13;0.033443600000000004;0.500101;4;-1;-1;1;-1;-1;3;2;4;-1;-1;-1;1;-1;4;1;4;-1;-1;0;-1;1;4;-1;2;25
5_1:4201303241201341432031402;3;14;0.0038422;0.500101;4;2;-1;1;-1;0;-1;2;4;-1;-1;-1;1;-1;4;1;4;-1;-1;0;-1;1;4;-1;2;25
5_1:2043142310142030314231024;0;7;0.014106100000000002;6.8483679;-1;-1;-1;-1;1;-1;2;-1;1;-1;-1;-1;-1;-1;-1;0;-1;-1;4;-1;3;-1;0;-1;-1;25
5_1:2043142310142030314231024;0;8;0.0031201000000000002;6.8483679;-1;-1;4;-1;-1;-1;2;-1;1;-1;1;4;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;0;-1;4;25
5_1:2043142310142030314231024;1;7;0.0068576;7.371091600000001;-1;-1;4;3;-1;-1;-1;3;-1;-1;1;-1;-1;-1;-1;0;-1;-1;-1;2;-1;-1;-1;2;-1;25
5_1:2043142310142030314231024;1;8;0.0030114;7.371091600000001;-1;-1;4;3;-1;-1;2;3;1;-1;1;-1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;2;-1;25
5_1:2043142310142030314231024;2;7;96.2890308;96.3500554;-1;0;4;-1;-1;4;-1;-1;-1;-1;-1;-1;-1;-1;3;0;-1;-1;-1;2;-1;-1;-1;2;-1;25
5_1:2043142310142030314231024;3;9;0.0036918000000000003;0.5000309000000001;-1;-1;4;-1;-1;4;2;-1;-1;-1;-1;-1;-1;0;3;0;-1;-1;-1;2;-1;1;-1;2;-1;25
5_1:0214343021104322431031204;0;7;0.059486800000000006;7.257598000000001;-1;-1;-1;4;3;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;-1;-1;0;-1;1;2;-1;-1;25
5_1:0214343021104322431031204;0;8;0.0045834000000000005;7.257598000000001;-1;2;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;2;4;-1;-1;-1;-1;1;2;0;-1;25
5_1:0214343021104322431031204;0;9;0.0031296;7.257598000000001;-1;2;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;4;-1;1;0;-1;1;2;0;-1;25
5_1:0214343021104322431031204;1;7;0.0364845;7.112070900000001;-1;-1;-1;-1;-1;-1;-1;0;2;-1;-1;-1;-1;-1;2;-1;4;-1;1;-1;3;1;-1;-1;-1;25
5_1:0214343021104322431031204;1;8;0.0101092;7.112070900000001;0;-1;-1;-1;-1;4;-1;0;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;1;-1;3;1;-1;-1;4;25
5_1:0214343021104322431031204;1;9;0.0030109000000000004;7.112070900000001;0;-1;-1;-1;-1;4;-1;0;-1;1;-1;-1;-1;3;2;-1;-1;-1;-1;-1;3;1;-1;-1;4;25
5_1:0214343021104322431031204;2;7;96.61077270000001;97.16694310000001;-1;2;-1;-1;3;-1;-1;0;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;1;-1;3;-1;-1;0;-1;25
5_1:0214343021104322431031204;3;10;0.0037237000000000004;0.5031026000000001;-1;2;1;-1;-1;-1;-1;0;2;-1;1;-1;-1;3;-1;2;-1;-1;-1;0;-1;1;-1;-1;4;25
5_1:2031414032321404120303421;0;7;0.005046800000000001;7.1183306;-1;-1;-1;1;-1;-1;4;-1;-1;-1;3;-1;-1;-1;0;-1;-1;2;0;-1;-1;3;-1;-1;-1;25
5_1:2031414032321404120303421;0;8;0.0030673000000000002;7.1183306;-1;-1;3;1;-1;-1;4;-1;-1;-1;3;-1;-1;-1;0;-1;-1;2;0;3;-1;-1;-1;-1;-1;25
5_1:2031414032321404120303421;1;7;0.011795;7.252226;2;-1;3;-1;-1;-1;4;-1;-1;-1;3;-1;1;-1;-1;-1;1;-1;0;-1;-1;-1;-1;-1;-1;25
5_1:2031414032321404120303421;1;8;0.0029668000000000003;7.252226;2;-1;3;-1;-1;-1;4;-1;-1;2;3;-1;1;-1;-1;-1;1;-1;-1;-1;0;-1;-1;-1;-1;25
5_1:2031414032321404120303421;2;7;96.16232240000001;96.2938015;-1;-1;3;1;-1;-1;4;-1;-1;-1;-1;-1;1;-1;-1;4;-1;-1;-1;3;0;-1;-1;-1;-1;25
5_1:2031414032321404120303421;3;9;0.0038699000000000003;0.5388825;2;-1;-1;1;-1;-1;-1;0;-1;2;3;-1;1;-1;-1;-1;1;-1;-1;-1;-1;3;-1;2;-1;25
5_1:0124330412430212413012304;0;7;0.010705300000000001;7.411906900000001;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;0;-1;1;2;4;-1;-1;-1;-1;2;-1;-1;4;25
5_1:0124330412430212413012304;0;8;0.0031069;7.411906900000001;-1;-1;2;4;-1;-1;0;-1;1;-1;-1;-1;-1;-1;1;2;-1;-1;-1;0;-1;2;-1;-1;-1;25
5_1:0124330412430212413012304;1;7;0.036439700000000005;7.422823500000001;-1;1;-1;4;-1;-1;-1;-1;-1;2;-1;3;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;0;4;25
5_1:0124330412430212413012304;1;8;0.0029987;7.422823500000001;-1;-1;2;-1;-1;-1;-1;-1;-1;2;4;3;-1;-1;-1;-1;-1;1;3;-1;-1;-1;-1;0;4;25
5_1:0124330412430212413012304;2;7;96.2216542;96.2261587;-1;1;-1;-1;-1;3;-1;-1;-1;-1;-1;3;-1;2;-1;-1;-1;1;-1;0;-1;-1;-1;-1;4;25
5_1:0124330412430212413012304;3;9;0.0035779;0.5014906;-1;1;-1;-1;3;-1;-1;-1;1;-1;-1;3;0;-1;-1;2;-1;1;-1;-1;1;-1;-1;-1;4;25
5_1:0142342310102342304134102;0;7;0.028053300000000003;7.2728761;-1;-1;-1;-1;3;-1;-1;-1;1;-1;1;-1;2;-1;-1;2;3;-1;-1;-1;-1;4;-1;-1;-1;25
5_1:0142342310102342304134102;0;8;0.0031779;7.2728761;-1;1;-1;-1;3;-1;-1;-1;1;-1;-1;-1;2;3;4;2;-1;-1;-1;-1;-1;4;-1;-1;-1;25
5_1:0142342310102342304134102;1;7;0.042851600000000004;7.351298600000001;0;1;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;4;-1;-1;0;-1;-1;-1;4;-1;-1;2;25
5_1:0142342310102342304134102;1;8;0.0053346;7.351298600000001;0;1;-1;-1;-1;4;-1;-1;-1;0;-1;-1;2;-1;4;-1;-1;-1;-1;-1;-1;4;1;-1;-1;25
5_1:0142342310102342304134102;1;9;0.0031025000000000002;7.351298600000001;0;1;-1;-1;-1;4;-1;3;-1;0;-1;-1;2;-1;4;-1;-1;0;-1;-1;-1;4;-1;-1;-1;25
5_1:0142342310102342304134102;2;7;96.505854;96.7656764;0;-1;4;-1;-1;-1;2;-1;1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;1;3;-1;-1;-1;-1;25
5_1:0142342310102342304134102;3;9;0.0040235;0.5002923;0;-1;-1;-1;3;-1;-1;3;1;-1;-1;-1;-1;3;-1;2;3;-1;-1;-1;-1;-1;1;-1;2;25
5_1:2140332014401321324004321;0;7;0.0290059;7.1567088000000005;-1;-1;-1;0;-1;3;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;2;-1;-1;0;-1;-1;-1;1;25
5_1:2140332014401321324004321;0;8;0.0076966000000000005;7.1567088000000005;-1;-1;4;0;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;3;2;-1;-1;0;-1;-1;-1;1;25
5_1:2140332014401321324004321;0;9;0.0030863;7.1567088000000005;-1;1;-1;0;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;3;2;-1;-1;0;-1;3;-1;1;25
5_1:2140332014401321324004321;1;7;0.0027579;7.1264197000000005;-1;1;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;2;-1;-1;2;-1;0;0;4;-1;-1;-1;25
5_1:2140332014401321324004321;2;7;96.2426693;97.18506550000001;2;-1;-1;0;-1;-1;2;-1;-1;4;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;4;3;-1;-1;25
5_1:2140332014401321324004321;3;9;0.0038226;0.502092;-1;-1;-1;0;3;-1;-1;-1;1;4;4;-1;1;-1;-1;-1;3;2;-1;-1;0;-1;-1;-1;-1;25
5_1:4301230124214300234114203;0;7;0.005352600000000001;7.4804209;4;3;-1;-1;-1;-1;-1;1;2;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;1;-1;4;-1;-1;-1;25
5_1:4301230124214300234114203;0;8;0.0031148;7.4804209;4;3;-1;-1;-1;3;0;1;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;1;-1;4;-1;-1;-1;25
5_1:4301230124214300234114203;1;7;0.009611300000000001;7.3020266000000005;4;-1;-1;-1;2;-1;-1;1;-1;-1;-1;-1;-1;3;-1;-1;-1;3;-1;1;-1;4;-1;-1;-1;25
5_1:4301230124214300234114203;1;8;0.0030286;7.3020266000000005;4;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;4;3;-1;-1;-1;3;-1;1;-1;4;2;-1;-1;25
5_1:4301230124214300234114203;2;7;96.42097770000001;96.8008918;-1;3;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;0;-1;2;-1;4;-1;1;-1;-1;-1;3;25
5_1:4301230124214300234114203;3;7;0.19118870000000002;0.5005005;-1;3;-1;-1;-1;-1;-1;1;2;-1;2;-1;-1;-1;0;-1;-1;-1;4;-1;-1;-1;-1;-1;3;25
5_1:4301230124214300234114203;3;8;0.0038940000000000003;0.5005005;-1;3;-1;-1;-1;-1;-1;1;2;-1;2;-1;-1;-1;-1;-1;-1;-1;4;1;1;-1;-1;-1;3;25
5_1:0312432041204134123014302;0;7;0.0979618;7.433986300000001;-1;-1;-1;-1;4;-1;2;0;-1;-1;-1;0;-1;-1;-1;4;-1;-1;3;-1;1;-1;-1;-1;-1;25
5_1:0312432041204134123014302;0;8;0.003628;7.433986300000001;-1;-1;1;-1;4;3;-1;0;-1;-1;-1;0;-1;-1;-1;4;-1;-1;-1;-1;1;-1;-1;-1;2;25
5_1:0312432041204134123014302;0;9;0.0028241;7.433986300000001;-1;-1;1;-1;4;3;-1;0;-1;1;-1;0;-1;-1;-1;4;-1;-1;-1;0;1;-1;-1;-1;-1;25
5_1:0312432041204134123014302;1;7;0.0176166;7.194515000000001;0;-1;1;-1;-1;3;-1;-1;4;-1;-1;-1;-1;-1;3;-1;1;2;-1;-1;-1;-1;-1;-1;-1;25
5_1:0312432041204134123014302;1;8;0.0030318000000000003;7.194515000000001;0;-1;-1;2;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;3;-1;1;2;3;-1;-1;-1;-1;0;-1;25
5_1:0312432041204134123014302;2;7;96.18621850000001;96.8712278;-1;-1;-1;2;4;3;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;1;-1;-1;-1;1;-1;-1;0;-1;25
5_1:0312432041204134123014302;3;9;0.0038371000000000004;0.5052326;-1;-1;-1;-1;4;3;-1;0;-1;-1;2;-1;4;-1;-1;-1;1;-1;3;-1;-1;4;-1;-1;2;25
5_1:0123414023301424230123410;0;7;0.037481600000000004;7.471256200000001;-1;-1;2;-1;4;1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;0;-1;-1;-1;4;1;-1;25
5_1:0123414023301424230123410;0;8;0.0031412000000000002;7.471256200000001;-1;-1;-1;3;4;1;-1;0;-1;-1;-1;-1;-1;-1;2;-1;-1;-1;0;-1;2;-1;-1;1;-1;25
5_1:0123414023301424230123410;1;7;0.0030214;7.387150900000001;-1;1;-1;-1;4;-1;-1;0;-1;-1;-1;-1;-1;-1;2;-1;-1;3;0;-1;-1;-1;-1;1;-1;25
5_1:0123414023301424230123410;2;7;96.07176940000001;96.5698059;-1;-1;-1;3;-1;1;4;-1;-1;-1;-1;-1;1;-1;-1;-1;2;-1;0;-1;-1;-1;-1;-1;0;25
5_1:0123414023301424230123410;3;10;0.0040505;0.503841;-1;-1;2;3;-1;1;4;-1;-1;-1;3;-1;-1;-1;2;-1;-1;3;-1;1;-1;3;-1;1;-1;25
5_1:0312434210210434230110432;0;7;0.0030191000000000003;7.4325559000000005;0;-1;-1;-1;4;-1;-1;-1;1;-1;2;-1;-1;-1;-1;-1;-1;3;0;-1;-1;-1;-1;-1;2;25
5_1:0312434210210434230110432;1;7;0.0071638000000000005;7.4736701000000005;-1;-1;-1;2;4;3;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;-1;1;1;0;-1;-1;-1;25
5_1:0312434210210434230110432;1;8;0.0042674;7.4736701000000005;0;-1;-1;2;4;3;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;3;-1;1;-1;0;-1;-1;-1;25
5_1:0312434210210434230110432;1;9;0.0030885;7.4736701000000005;0;-1;-1;2;4;-1;-1;-1;-1;0;-1;-1;-1;4;-1;-1;-1;3;-1;1;-1;0;-1;3;-1;25
5_1:0312434210210434230110432;2;7;96.6162793;97.5484206;-1;-1;-1;-1;4;-1;-1;-1;1;-1;-1;-1;0;-1;3;-1;2;-1;0;-1;-1;-1;4;-1;-1;25
5_1:0312434210210434230110432;3;8;0.0039163;0.50029;-1;-1;-1;2;-1;-1;-1;-1;1;0;2;-1;-1;-1;3;4;-1;3;-1;-1;-1;0;-1;-1;-1;25
5_1:0413212043203143142043201;0;7;0.0473309;7.300953600000001;-1;-1;-1;3;2;1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;1;4;-1;-1;-1;-1;2;-1;-1;25
5_1:0413212043203143142043201;0;8;0.0135177;7.300953600000001;-1;4;-1;3;-1;1;-1;-1;4;3;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;25
5_1:0413212043203143142043201;0;9;0.0030478000000000002;7.300953600000001;-1;4;-1;3;2;1;-1;-1;4;3;2;0;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;25
5_1:0413212043203143142043201;1;7;0.0046797;6.837801000000001;-1;-1;-1;3;2;1;-1;0;-1;-1;-1;0;-1;-1;-1;-1;-1;4;2;-1;-1;-1;-1;-1;-1;25
5_1:0413212043203143142043201;1;8;0.0030984000000000003;6.837801000000001;-1;-1;-1;3;2;1;-1;-1;-1;3;-1;0;-1;-1;-1;-1;-1;4;2;0;-1;-1;-1;-1;-1;25
5_1:0413212043203143142043201;2;7;96.069685;96.20065360000001;-1;-1;1;-1;-1;-1;-1;-1;-1;3;-1;0;-1;1;-1;3;-1;-1;-1;-1;4;-1;-1;0;-1;25
5_1:0413212043203143142043201;3;8;0.0037509;0.8577529;-1;4;-1;-1;-1;-1;-1;0;-1;3;-1;-1;-1;1;4;3;-1;-1;-1;-1;-1;-1;2;0;-1;25
5_1:0124334102430211243020314;0;7;0.0927376;7.4910760000000005;0;-1;2;-1;-1;-1;-1;1;0;-1;4;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;25
5_1:0124334102430211243020314;0;8;0.0032919000000000004;7.4910760000000005;0;-1;2;-1;3;-1;-1;1;0;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;4;25
5_1:0124334102430211243020314;1;7;0.0107337;7.477845800000001;0;-1;-1;-1;3;-1;4;-1;-1;-1;-1;3;-1;2;-1;1;-1;-1;-1;0;-1;-1;-1;-1;-1;25
5_1:0124334102430211243020314;1;8;0.0030960000000000002;7.477845800000001;0;-1;-1;-1;3;-1;-1;-1;-1;-1;4;3;-1;2;-1;-1;2;-1;-1;0;-1;-1;-1;1;-1;25
5_1:0124334102430211243020314;2;7;96.11805620000001;96.3699471;-1;-1;-1;4;-1;3;-1;1;-1;-1;-1;-1;-1;2;1;-1;2;-1;-1;-1;-1;-1;3;-1;-1;25
5_1:0124334102430211243020314;3;9;0.2021291;0.5007248000000001;-1;-1;2;-1;-1;3;-1;-1;0;-1;-1;3;-1;-1;1;-1;-1;-1;3;0;2;0;-1;-1;-1;25
5_1:0124334102430211243020314;3;10;0.1094402;0.5007248000000001;-1;-1;2;-1;-1;3;-1;-1;0;-1;-1;3;0;-1;1;-1;-1;-1;3;0;2;0;-1;-1;-1;25
5_1:0124334102430211243020314;3;11;0.0038580000000000003;0.5007248000000001;-1;-1;2;-1;3;3;4;-1;0;-1;-1;3;0;-1;-1;-1;-1;-1;3;0;2;0;-1;-1;-1;25
5_1:1243043201041232031431042;0;6;0.0030758;3.0926203;-1;-1;4;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;2;-1;-1;1;-1;-1;-1;0;-1;-1;25
5_1:1243043201041232031431042;1;6;0.0323256;3.1335786000000003;1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;3;-1;4;-1;1;-1;-1;-1;25
5_1:1243043201041232031431042;1;7;0.013934400000000001;3.1335786000000003;1;2;-1;3;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;3;1;-1;-1;-1;25
5_1:1243043201041232031431042;1;8;0.0033224;3.1335786000000003;1;2;4;-1;-1;4;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;3;1;-1;-1;-1;25
5_1:1243043201041232031431042;2;6;28.7280842;30.034047800000003;-1;-1;4;3;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;2;0;-1;-1;-1;-1;-1;-1;4;-1;25
5_1:1243043201041232031431042;3;8;0.0038627;0.5007002;1;2;-1;-1;-1;-1;-1;2;0;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;4;3;1;-1;-1;-1;25
5_1:1023404123234104230131042;0;7;0.0058428;7.253074300000001;1;0;-1;-1;-1;-1;-1;1;-1;-1;-1;3;-1;-1;0;4;-1;-1;-1;-1;-1;-1;-1;-1;2;25
5_1:1023404123234104230131042;0;8;0.0041178000000000005;7.253074300000001;-1;0;-1;-1;4;0;-1;1;-1;-1;-1;3;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;-1;4;2;25
5_1:1023404123234104230131042;0;9;0.002895;7.253074300000001;1;0;-1;-1;-1;0;4;1;-1;-1;-1;3;-1;-1;0;-1;-1;-1;-1;-1;3;-1;-1;-1;2;25
5_1:1023404123234104230131042;1;7;0.0041063;7.505695500000001;-1;-1;-1;-1;4;0;-1;-1;-1;-1;-1;-1;-1;1;0;-1;2;3;-1;-1;3;-1;-1;-1;-1;25
5_1:1023404123234104230131042;1;8;0.0028472000000000003;7.505695500000001;1;-1;-1;-1;4;-1;4;-1;-1;-1;-1;-1;-1;1;0;-1;2;3;-1;-1;3;-1;-1;-1;-1;25
5_1:1023404123234104230131042;2;7;96.04552100000001;97.87858250000001;-1;-1;2;-1;-1;0;4;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;1;3;-1;-1;-1;2;25
5_1:1023404123234104230131042;3;11;0.0036206000000000003;0.5042117;1;-1;2;-1;-1;0;4;-1;-1;-1;-1;-1;-1;1;0;-1;2;3;0;-1;-1;-1;0;-1;2;25
5_1:4132023401102430413232014;0;7;0.0066765;7.5608995000000006;-1;-1;-1;2;-1;-1;-1;4;-1;1;-1;0;-1;-1;-1;-1;-1;1;-1;-1;-1;2;-1;-1;4;25
5_1:4132023401102430413232014;0;8;0.0031238000000000004;7.5608995000000006;-1;-1;-1;-1;-1;-1;-1;4;0;1;-1;0;-1;-1;-1;-1;-1;1;3;-1;-1;2;-1;-1;4;25
5_1:4132023401102430413232014;1;7;0.0032953;7.0865565;-1;-1;-1;2;-1;-1;3;-1;-1;-1;1;-1;-1;-1;-1;-1;4;-1;-1;2;-1;-1;0;-1;4;25
5_1:4132023401102430413232014;2;7;96.066169;96.07662160000001;-1;1;3;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;3;-1;-1;2;-1;-1;4;25
5_1:4132023401102430413232014;3;9;0.1675077;0.5166685000000001;-1;1;-1;2;-1;-1;3;-1;-1;1;-1;-1;2;-1;-1;0;-1;-1;-1;2;3;-1;-1;1;-1;25
5_1:4132023401102430413232014;3;10;0.08418790000000001;0.5166685000000001;-1;1;-1;2;-1;-1;3;-1;-1;1;1;-1;2;-1;-1;-1;-1;-1;-1;2;3;-1;0;1;-1;25
5_1:4132023401102430413232014;3;11;0.0039303;0.5166685000000001;-1;1;-1;2;-1;-1;3;-1;0;1;1;-1;2;-1;-1;-1;-1;1;-1;2;3;-1;-1;1;-1;25
5_1:4120302431341202301410342;0;7;0.006616400000000001;7.4091206000000005;-1;-1;2;-1;3;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;1;4;-1;0;-1;4;-1;25
5_1:4120302431341202301410342;0;8;0.005307500000000001;7.4091206000000005;-1;-1;2;0;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;1;4;1;0;-1;4;-1;25
5_1:4120302431341202301410342;0;9;0.0029899;7.4091206000000005;-1;-1;2;0;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;-1;-1;3;-1;1;4;1;0;-1;4;-1;25
5_1:4120302431341202301410342;1;7;0.0085083;7.1910166;-1;1;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;1;-1;0;2;-1;-1;-1;4;-1;-1;3;-1;-1;25
5_1:4120302431341202301410342;1;8;0.0031208000000000004;7.1910166;-1;1;-1;-1;-1;0;-1;4;-1;-1;-1;-1;1;-1;-1;2;-1;-1;-1;4;-1;-1;3;4;-1;25
5_1:4120302431341202301410342;2;7;96.1056197;96.17770370000001;-1;-1;2;-1;3;0;-1;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;1;0;-1;-1;-1;25
5_1:4120302431341202301410342;3;9;0.0040179000000000005;0.5011868;-1;-1;2;-1;3;0;-1;-1;3;-1;3;-1;-1;2;-1;-1;-1;0;-1;4;-1;0;-1;-1;-1;25
5_1:0342142310310422410310234;0;7;0.0053001;7.6673812;-1;-1;-1;-1;1;4;-1;3;-1;-1;-1;1;-1;-1;-1;2;-1;-1;-1;-1;-1;0;-1;-1;4;25
5_1:0342142310310422410310234;0;8;0.0031196;7.6673812;-1;-1;4;-1;1;4;-1;3;-1;-1;-1;1;-1;-1;-1;2;-1;-1;-1;-1;-1;-1;2;-1;4;25
5_1:0342142310310422410310234;1;7;0.0032555;7.477146500000001;-1;3;-1;-1;-1;-1;-1;3;-1;0;-1;1;-1;4;-1;2;-1;-1;0;-1;-1;-1;-1;-1;-1;25
5_1:0342142310310422410310234;2;7;96.00597020000001;101.3211102;0;-1;-1;-1;-1;-1;2;-1;1;-1;-1;1;-1;4;-1;2;-1;-1;-1;3;-1;-1;-1;-1;-1;25
5_1:0342142310310422410310234;3;8;0.0038852;0.5001803;0;-1;-1;2;-1;-1;-1;3;1;-1;-1;-1;-1;-1;2;-1;4;-1;-1;3;-1;-1;2;-1;-1;25
5_1:0142324130130423021442301;0;7;0.0217331;7.608937900000001;-1;-1;-1;2;-1;-1;-1;1;-1;0;-1;3;-1;4;-1;-1;0;-1;-1;-1;4;-1;-1;-1;-1;25
5_1:0142324130130423021442301;0;8;0.0029086000000000003;7.608937900000001;-1;1;4;-1;-1;-1;-1;-1;3;0;-1;-1;-1;4;-1;-1;0;-1;-1;-1;4;-1;3;-1;-1;25
5_1:0142324130130423021442301;1;7;0.0294185;6.9522018;0;-1;-1;-1;-1;-1;4;-1;-1;-1;1;-1;-1;4;-1;-1;-1;2;-1;-1;-1;2;3;-1;-1;25
5_1:0142324130130423021442301;1;8;0.0030355;6.9522018;0;-1;-1;2;-1;-1;4;1;-1;0;-1;-1;0;-1;-1;-1;-1;-1;-1;-1;4;2;-1;-1;-1;25
5_1:0142324130130423021442301;2;7;95.73101820000001;96.8923776;-1;-1;4;-1;-1;2;-1;1;-1;-1;-1;3;-1;-1;-1;3;0;-1;-1;-1;-1;-1;-1;-1;1;25
5_1:0142324130130423021442301;3;9;0.0037208000000000002;0.500372;-1;-1;-1;2;-1;-1;4;-1;-1;0;-1;-1;0;4;-1;3;-1;2;-1;-1;4;-1;-1;-1;1;25
5_1:3140203124420132034114230;0;6;0.0370206;3.1002758000000004;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;4;-1;-1;1;-1;-1;0;3;-1;-1;1;-1;-1;-1;-1;25
5_1:3140203124420132034114230;0;7;0.0066195;3.1002758000000004;-1;-1;-1;0;2;-1;3;-1;-1;4;-1;-1;-1;1;-1;-1;-1;3;-1;-1;1;-1;-1;-1;-1;25
5_1:3140203124420132034114230;0;8;0.0034304;3.1002758000000004;-1;-1;-1;0;-1;-1;3;-1;-1;4;-1;2;-1;1;3;-1;0;-1;-1;-1;1;-1;-1;-1;-1;25
5_1:3140203124420132034114230;1;6;0.0494623;3.2850506000000004;-1;-1;-1;0;-1;-1;-1;-1;-1;-1;4;2;-1;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;3;0;25
5_1:3140203124420132034114230;1;7;0.005816600000000001;3.2850506000000004;-1;1;-1;-1;-1;-1;-1;-1;-1;4;4;2;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;3;0;25
5_1:3140203124420132034114230;1;8;0.0031293000000000002;3.2850506000000004;-1;-1;-1;-1;-1;0;-1;-1;-1;4;4;2;0;-1;-1;-1;-1;3;-1;-1;-1;4;-1;3;-1;25
5_1:3140203124420132034114230;2;6;28.5909836;30.1831397;-1;-1;-1;0;2;-1;-1;-1;2;-1;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;4;-1;-1;-1;25
5_1:3140203124420132034114230;3;9;0.32254330000000003;0.5004064;-1;-1;-1;-1;2;-1;3;1;-1;-1;4;2;-1;1;-1;2;-1;-1;-1;-1;-1;-1;2;3;-1;25
5_1:3140203124420132034114230;3;10;0.12668300000000002;0.5004064;-1;-1;-1;-1;2;-1;3;1;-1;-1;4;2;-1;1;-1;2;-1;-1;-1;1;-1;-1;2;3;-1;25
5_1:3140203124420132034114230;3;11;0.0038537000000000003;0.5004064;3;-1;-1;-1;2;-1;3;1;-1;-1;-1;2;0;1;-1;2;-1;-1;-1;1;-1;-1;2;3;-1;25
