gridId;methodeId;nbClues;timeFound;timeEnd;v_0;v_1;v_2;v_3;v_4;v_5;v_6;v_7;v_8;v_9;v_10;v_11;v_12;v_13;v_14;v_15;16
2_2:2130302103121203;0;5;0.0017200000000000002;0.045024400000000006;-1;-1;-1;0;-1;-1;2;-1;-1;3;-1;-1;-1;2;0;-1;16
2_2:2130302103121203;1;4;0.004928200000000001;0.038974600000000005;2;-1;-1;-1;-1;-1;-1;1;0;-1;-1;-1;-1;-1;-1;3;16
2_2:2130302103121203;1;5;0.0019985000000000003;0.038974600000000005;2;1;-1;0;-1;-1;-1;-1;0;-1;-1;2;-1;-1;-1;-1;16
2_2:2130302103121203;2;4;0.1588157;0.1654969;-1;-1;-1;0;3;-1;-1;-1;-1;-1;1;-1;-1;2;-1;-1;16
2_2:2130302103121203;3;4;0.0014086;0.5016633;2;-1;-1;-1;-1;-1;-1;1;-1;3;-1;-1;-1;-1;0;-1;16
2_2:3201103201232310;0;4;0.0022902;0.0535894;-1;2;-1;-1;-1;-1;3;-1;0;-1;-1;-1;-1;-1;-1;0;16
2_2:3201103201232310;1;4;0.0016368;0.0506244;3;-1;-1;1;-1;0;-1;-1;-1;-1;2;-1;-1;-1;-1;-1;16
2_2:3201103201232310;2;4;0.1609951;0.1821135;3;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;3;-1;-1;1;-1;16
2_2:3201103201232310;3;5;0.31308260000000004;0.5003142;-1;2;0;-1;-1;-1;3;-1;0;-1;-1;-1;-1;-1;-1;0;16
2_2:3201103201232310;3;6;0.1170799;0.5003142;-1;2;0;-1;-1;0;3;-1;0;-1;-1;-1;-1;-1;-1;0;16
2_2:3201103201232310;3;7;0.062673;0.5003142;3;-1;0;-1;-1;0;3;-1;0;1;-1;-1;-1;-1;-1;0;16
2_2:3201103201232310;3;8;0.0491242;0.5003142;-1;-1;0;1;-1;0;3;-1;0;1;-1;-1;2;-1;-1;0;16
2_2:3201103201232310;3;9;0.0187099;0.5003142;-1;-1;0;1;1;0;3;-1;0;1;-1;-1;-1;3;-1;0;16
2_2:3201103201232310;3;10;0.00366;0.5003142;-1;-1;0;1;1;0;3;-1;0;1;-1;-1;2;-1;1;0;16
2_2:3201103201232310;3;11;0.0016991;0.5003142;-1;2;0;1;1;0;3;-1;0;1;-1;3;-1;-1;1;0;16
2_2:3021210312300312;0;4;0.001366;0.039055900000000005;3;-1;-1;-1;2;-1;-1;3;-1;-1;-1;-1;-1;-1;1;-1;16
2_2:3021210312300312;1;4;0.0012911;0.046334900000000005;-1;-1;2;-1;-1;-1;-1;-1;1;-1;3;-1;0;-1;-1;-1;16
2_2:3021210312300312;2;4;0.15149990000000002;0.15378;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;0;-1;3;1;-1;16
2_2:3021210312300312;3;4;0.48167240000000006;0.5034152000000001;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;0;0;-1;-1;2;16
2_2:3021210312300312;3;5;0.24099740000000003;0.5034152000000001;-1;0;-1;-1;-1;1;0;-1;1;-1;-1;-1;-1;-1;-1;2;16
2_2:3021210312300312;3;6;0.08698470000000001;0.5034152000000001;-1;0;2;-1;-1;1;-1;-1;1;-1;-1;0;-1;-1;-1;2;16
2_2:3021210312300312;3;7;0.0558166;0.5034152000000001;-1;0;2;-1;-1;1;-1;-1;1;-1;-1;0;-1;-1;1;2;16
2_2:3021210312300312;3;8;0.0349668;0.5034152000000001;-1;-1;2;1;-1;1;-1;-1;1;-1;-1;0;0;-1;1;2;16
2_2:3021210312300312;3;9;0.012149400000000001;0.5034152000000001;-1;-1;2;1;2;1;-1;-1;1;-1;-1;0;0;-1;1;2;16
2_2:3021210312300312;3;10;0.0015861;0.5034152000000001;3;-1;2;1;2;1;-1;3;1;2;-1;-1;-1;-1;1;2;16
2_2:1023320103122130;0;4;0.0013267;0.0423294;-1;-1;-1;-1;3;-1;0;-1;-1;-1;-1;2;-1;-1;3;-1;16
2_2:1023320103122130;1;4;0.0013915000000000002;0.042831600000000004;-1;0;-1;3;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;0;16
2_2:1023320103122130;2;4;0.1560264;0.1606648;-1;0;-1;3;-1;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;0;16
2_2:1023320103122130;3;5;0.2832545;0.5005326;1;0;-1;-1;-1;-1;-1;1;-1;-1;1;-1;2;-1;-1;-1;16
2_2:1023320103122130;3;6;0.021901800000000003;0.5005326;1;0;-1;-1;-1;-1;-1;1;-1;-1;1;2;-1;1;-1;-1;16
2_2:1023320103122130;3;7;0.0015402;0.5005326;1;0;-1;-1;3;-1;-1;1;-1;-1;1;2;-1;1;-1;-1;16
2_2:3102023120131320;0;4;0.0028515000000000003;0.0376294;3;-1;-1;-1;-1;-1;-1;1;2;-1;-1;-1;-1;-1;-1;0;16
2_2:3102023120131320;0;5;0.0015327000000000001;0.0376294;3;-1;-1;-1;-1;2;-1;1;-1;-1;-1;-1;1;-1;-1;0;16
2_2:3102023120131320;1;4;0.0022018000000000003;0.0345386;-1;-1;-1;-1;-1;2;3;-1;-1;-1;-1;-1;1;-1;-1;0;16
2_2:3102023120131320;2;4;0.1857581;0.2318514;-1;-1;-1;-1;-1;2;3;-1;-1;-1;-1;-1;1;-1;-1;0;16
2_2:3102023120131320;3;4;0.0015758;0.5000429000000001;-1;-1;-1;2;0;-1;-1;-1;-1;-1;1;-1;-1;3;-1;-1;16
2_2:0312120320313120;0;4;0.0013307;0.0393333;-1;-1;-1;2;-1;-1;0;-1;2;-1;-1;1;-1;-1;-1;-1;16
2_2:0312120320313120;1;4;0.0014385000000000001;0.0348855;-1;-1;1;2;-1;-1;-1;-1;-1;-1;3;-1;-1;1;-1;-1;16
2_2:0312120320313120;2;4;0.1562695;0.1754648;-1;3;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;-1;-1;0;16
2_2:0312120320313120;3;4;0.0015191;0.5004751000000001;-1;3;-1;-1;-1;-1;0;-1;2;-1;-1;-1;-1;-1;-1;0;16
2_2:0312213030211203;0;4;0.0035970000000000004;0.0413351;0;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;1;-1;2;-1;-1;16
2_2:0312213030211203;0;5;0.001655;0.0413351;0;-1;-1;-1;2;-1;3;-1;-1;-1;2;-1;-1;-1;-1;3;16
2_2:0312213030211203;1;4;0.006662;0.034127700000000004;-1;3;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;0;-1;16
2_2:0312213030211203;1;5;0.0018192000000000002;0.034127700000000004;0;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;-1;0;-1;16
2_2:0312213030211203;2;4;0.1577375;0.19378220000000002;-1;3;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;0;-1;16
2_2:0312213030211203;3;4;0.48504660000000005;0.5009169;-1;-1;-1;2;-1;1;-1;-1;3;-1;-1;-1;-1;-1;0;-1;16
2_2:0312213030211203;3;5;0.3745724;0.5009169;-1;-1;-1;2;2;1;-1;-1;3;-1;-1;-1;-1;-1;0;-1;16
2_2:0312213030211203;3;6;0.122129;0.5009169;-1;-1;-1;2;2;1;-1;-1;3;0;-1;-1;-1;-1;0;-1;16
2_2:0312213030211203;3;7;0.08431580000000001;0.5009169;-1;-1;1;2;2;-1;-1;-1;-1;0;-1;1;-1;2;0;-1;16
2_2:0312213030211203;3;8;0.0416727;0.5009169;-1;-1;1;2;2;-1;-1;-1;-1;0;2;-1;1;2;0;-1;16
2_2:0312213030211203;3;9;0.012088600000000001;0.5009169;-1;-1;-1;2;2;1;-1;0;-1;0;2;-1;1;2;0;-1;16
2_2:0312213030211203;3;10;0.0015686;0.5009169;0;-1;-1;2;2;1;-1;0;-1;0;2;1;-1;2;0;-1;16
2_2:0231130220133120;0;4;0.0021125000000000002;0.039376600000000005;0;-1;-1;-1;1;-1;-1;2;-1;-1;1;-1;-1;-1;-1;-1;16
2_2:0231130220133120;0;5;0.0013645;0.039376600000000005;0;-1;-1;1;1;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;0;16
2_2:0231130220133120;1;4;0.0012953;0.0385473;0;-1;-1;-1;1;-1;0;-1;-1;-1;-1;3;-1;-1;-1;-1;16
2_2:0231130220133120;2;4;0.1669311;0.16939020000000002;-1;2;-1;-1;-1;3;-1;-1;-1;-1;1;-1;-1;-1;2;-1;16
2_2:0231130220133120;3;4;0.0018777000000000002;0.5110831;-1;-1;-1;1;-1;3;-1;-1;2;-1;-1;-1;-1;-1;2;-1;16
2_2:2103302103121230;0;4;0.0013458;0.043051400000000004;-1;-1;-1;-1;-1;0;-1;1;-1;-1;-1;-1;1;-1;3;-1;16
2_2:2103302103121230;1;4;0.0013406000000000002;0.0419847;2;-1;-1;-1;3;-1;-1;-1;-1;-1;1;-1;-1;-1;3;-1;16
2_2:2103302103121230;2;4;0.1560058;0.15774080000000001;-1;-1;-1;3;-1;0;-1;1;-1;-1;-1;-1;1;-1;-1;-1;16
2_2:2103302103121230;3;5;0.2391878;0.5005609000000001;2;-1;-1;-1;3;-1;2;-1;-1;3;-1;-1;-1;-1;-1;0;16
2_2:2103302103121230;3;6;0.0870828;0.5005609000000001;2;-1;0;-1;3;-1;2;-1;-1;3;-1;-1;-1;-1;-1;0;16
2_2:2103302103121230;3;7;0.052841700000000005;0.5005609000000001;2;-1;0;-1;3;-1;-1;1;-1;3;-1;-1;-1;-1;3;0;16
2_2:2103302103121230;3;8;0.0338841;0.5005609000000001;2;-1;0;-1;3;-1;-1;1;0;3;-1;-1;-1;-1;3;0;16
2_2:2103302103121230;3;9;0.011244200000000001;0.5005609000000001;-1;1;0;-1;3;0;-1;1;0;3;-1;-1;-1;-1;3;0;16
2_2:2103302103121230;3;10;0.0015448;0.5005609000000001;-1;-1;0;3;3;0;-1;1;0;3;-1;-1;1;-1;3;0;16
2_2:2013132001323201;0;4;0.0013076000000000001;0.0405521;-1;-1;-1;3;1;-1;-1;-1;0;-1;-1;2;-1;-1;-1;-1;16
2_2:2013132001323201;1;4;0.0014533;0.038869600000000004;-1;-1;1;3;-1;-1;-1;-1;-1;-1;3;-1;-1;2;-1;-1;16
2_2:2013132001323201;2;4;0.15820530000000002;0.17932900000000002;2;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;3;-1;-1;-1;16
2_2:2013132001323201;3;4;0.0014639000000000002;0.5050721;-1;0;-1;-1;-1;-1;2;-1;-1;-1;-1;2;3;-1;-1;-1;16
2_2:0123320110322310;0;4;0.001786;0.0354734;-1;-1;-1;3;-1;2;-1;-1;-1;0;-1;-1;-1;-1;-1;0;16
2_2:0123320110322310;0;5;0.0013262;0.0354734;-1;-1;-1;-1;-1;2;-1;-1;-1;0;3;2;-1;-1;-1;0;16
2_2:0123320110322310;1;4;0.0013759;0.0460259;0;-1;-1;3;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;16
2_2:0123320110322310;2;4;0.1552339;0.15687020000000002;-1;-1;-1;-1;3;-1;0;-1;-1;0;-1;2;-1;-1;-1;-1;16
2_2:0123320110322310;3;4;0.31191820000000003;0.5006758;-1;-1;-1;3;-1;2;-1;-1;1;-1;-1;-1;-1;-1;1;-1;16
2_2:0123320110322310;3;5;0.16590580000000002;0.5006758;-1;-1;-1;3;-1;2;-1;-1;1;-1;3;-1;-1;-1;1;-1;16
2_2:0123320110322310;3;6;0.1298887;0.5006758;-1;-1;-1;3;-1;2;-1;1;1;-1;3;-1;2;-1;-1;-1;16
2_2:0123320110322310;3;7;0.012262100000000001;0.5006758;-1;1;-1;3;-1;2;-1;1;-1;-1;3;-1;2;3;-1;-1;16
2_2:0123320110322310;3;8;0.0015214;0.5006758;0;-1;-1;3;-1;2;-1;1;-1;-1;3;2;2;3;-1;-1;16
2_2:1320023130122103;0;4;0.0013512;0.0413889;-1;-1;-1;-1;0;2;-1;-1;-1;-1;1;2;-1;-1;-1;-1;16
2_2:1320023130122103;1;4;0.0013148;0.0429449;-1;-1;-1;-1;0;-1;3;-1;3;-1;-1;-1;-1;1;-1;-1;16
2_2:1320023130122103;2;4;0.15273740000000002;0.1552666;-1;-1;-1;0;-1;-1;3;-1;3;-1;1;-1;-1;-1;-1;-1;16
2_2:1320023130122103;3;5;0.15488380000000002;0.5003807;1;-1;-1;-1;-1;-1;3;-1;-1;0;-1;-1;-1;-1;0;3;16
2_2:1320023130122103;3;6;0.029117300000000002;0.5003807;1;3;-1;-1;-1;-1;-1;1;3;0;-1;-1;-1;-1;0;-1;16
2_2:1320023130122103;3;7;0.00157;0.5003807;1;3;-1;-1;-1;-1;-1;1;3;0;-1;-1;-1;-1;0;3;16
2_2:2031130232100123;0;4;0.0018407;0.0420998;-1;0;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;3;16
2_2:2031130232100123;0;5;0.0013564;0.0420998;-1;0;-1;-1;1;-1;-1;-1;-1;-1;-1;0;-1;-1;2;3;16
2_2:2031130232100123;1;4;0.0013665;0.046125700000000006;-1;-1;-1;-1;-1;3;-1;2;-1;-1;1;0;-1;-1;-1;-1;16
2_2:2031130232100123;2;4;0.1822342;0.185283;2;-1;-1;-1;-1;-1;0;-1;3;-1;1;-1;-1;-1;-1;-1;16
2_2:2031130232100123;3;5;0.20026480000000002;0.500154;-1;-1;3;1;1;-1;-1;-1;-1;-1;-1;0;-1;1;-1;-1;16
2_2:2031130232100123;3;6;0.0018837;0.500154;-1;-1;3;1;1;-1;-1;-1;-1;-1;1;0;-1;1;-1;-1;16
2_2:1023321001322301;0;4;0.0022301;0.0406513;-1;0;-1;3;-1;-1;1;-1;-1;-1;-1;-1;-1;3;-1;-1;16
2_2:1023321001322301;0;5;0.0013468;0.0406513;-1;0;-1;3;-1;-1;-1;0;-1;-1;-1;-1;-1;3;-1;1;16
2_2:1023321001322301;1;4;0.0013436000000000001;0.042200400000000006;-1;-1;-1;3;-1;-1;-1;-1;0;-1;-1;-1;2;-1;-1;1;16
2_2:1023321001322301;2;4;0.1559685;0.1604305;-1;0;-1;-1;3;-1;1;-1;-1;-1;-1;2;-1;-1;-1;-1;16
2_2:1023321001322301;3;4;0.4900896;0.5004500000000001;-1;-1;2;-1;-1;-1;-1;-1;0;-1;-1;-1;-1;3;-1;1;16
2_2:1023321001322301;3;5;0.14050310000000002;0.5004500000000001;-1;-1;2;-1;3;-1;-1;-1;-1;1;-1;-1;-1;3;-1;1;16
2_2:1023321001322301;3;6;0.0014174;0.5004500000000001;-1;-1;2;-1;3;-1;-1;-1;-1;1;-1;2;-1;3;-1;1;16
2_2:1230301221030321;0;4;0.0035351000000000002;0.028825800000000002;-1;-1;-1;0;3;-1;-1;-1;-1;1;-1;-1;-1;-1;2;-1;16
2_2:1230301221030321;0;5;0.0014802;0.028825800000000002;-1;2;3;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;1;16
2_2:1230301221030321;1;4;0.0052692;0.033192200000000005;-1;2;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;1;16
2_2:1230301221030321;1;5;0.0018985;0.033192200000000005;-1;-1;-1;-1;-1;-1;1;2;2;-1;-1;3;0;-1;-1;-1;16
2_2:1230301221030321;1;6;0.0013173;0.033192200000000005;-1;-1;-1;-1;-1;-1;1;2;2;-1;0;-1;0;-1;-1;1;16
2_2:1230301221030321;2;4;0.1601508;0.1759543;-1;-1;-1;0;3;-1;-1;-1;2;-1;-1;-1;-1;-1;-1;1;16
2_2:1230301221030321;3;4;0.0014611000000000001;0.5005148;-1;-1;-1;0;3;-1;-1;-1;-1;1;-1;-1;-1;-1;2;-1;16
2_2:0213312023011032;0;4;0.0013334;0.044065;0;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;0;-1;-1;16
2_2:0213312023011032;1;4;0.0014134;0.039876800000000004;-1;-1;1;3;-1;-1;-1;-1;-1;3;-1;-1;-1;-1;-1;2;16
2_2:0213312023011032;2;4;0.1567222;0.1767213;0;-1;1;-1;-1;-1;-1;-1;-1;3;-1;-1;1;-1;-1;-1;16
2_2:0213312023011032;3;4;0.0014841000000000001;0.5021677;0;-1;-1;-1;-1;-1;2;-1;-1;3;-1;-1;-1;-1;-1;2;16
2_2:0123320123101032;0;4;0.0018537;0.038116500000000005;-1;-1;2;-1;-1;-1;-1;-1;-1;3;1;-1;-1;0;-1;-1;16
2_2:0123320123101032;0;5;0.0013297;0.038116500000000005;-1;1;2;-1;-1;-1;-1;-1;2;3;1;-1;-1;-1;-1;-1;16
2_2:0123320123101032;1;4;0.0013963;0.042269600000000004;-1;1;2;-1;-1;-1;0;-1;-1;3;-1;-1;-1;-1;-1;-1;16
2_2:0123320123101032;2;4;0.15694940000000002;0.19346590000000002;-1;1;-1;-1;-1;-1;-1;1;2;-1;-1;-1;-1;-1;3;-1;16
2_2:0123320123101032;3;5;0.1788134;0.5002422000000001;0;-1;-1;3;-1;-1;-1;1;-1;3;-1;-1;-1;-1;3;-1;16
2_2:0123320123101032;3;6;0.134439;0.5002422000000001;-1;-1;-1;3;3;-1;-1;1;-1;3;-1;-1;-1;0;3;-1;16
2_2:0123320123101032;3;7;0.0775615;0.5002422000000001;0;-1;-1;3;3;-1;-1;-1;-1;3;1;-1;-1;-1;3;2;16
2_2:0123320123101032;3;8;0.032575900000000005;0.5002422000000001;0;-1;-1;3;3;-1;0;-1;2;3;-1;-1;-1;-1;3;2;16
2_2:0123320123101032;3;9;0.011874500000000001;0.5002422000000001;-1;1;-1;3;3;2;-1;-1;2;3;1;-1;-1;-1;3;2;16
2_2:0123320123101032;3;10;0.0033354;0.5002422000000001;0;-1;2;3;3;2;-1;-1;2;3;1;-1;-1;-1;3;2;16
2_2:0123320123101032;3;11;0.0015807000000000002;0.5002422000000001;0;-1;2;3;3;2;-1;-1;2;3;1;-1;-1;0;3;2;16
