3_2:231540102435543012054321310254425103;1;22;0.5012729;10.000721200000001;2;-1;-1;5;4;0;1;0;2;-1;-1;5;-1;-1;-1;0;1;2;0;5;4;-1;2;-1;-1;-1;-1;2;5;4;4;2;5;1;-1;-1;36
3_2:231540102435543012054321310254425103;1;23;0.2219362;10.000721200000001;2;-1;-1;5;4;0;1;0;2;-1;-1;5;-1;-1;-1;0;1;2;0;5;4;-1;2;-1;-1;1;-1;2;5;4;4;2;5;1;-1;-1;36
3_2:231540102435543012054321310254425103;1;24;0.009381800000000001;10.000721200000001;2;-1;-1;5;4;0;1;0;2;-1;-1;5;-1;-1;3;0;1;2;0;5;4;-1;2;-1;-1;1;-1;2;5;4;4;2;5;1;-1;-1;36
3_2:513042024513342105105324450231231450;0;9;0.8379167000000001;10.000120800000001;5;-1;-1;-1;-1;-1;-1;2;-1;-1;1;-1;-1;-1;-1;1;-1;5;-1;-1;-1;-1;2;-1;4;-1;0;-1;-1;-1;-1;3;-1;-1;-1;-1;36
3_2:513042024513342105105324450231231450;0;10;0.0067074000000000005;10.000120800000001;5;-1;-1;-1;4;-1;-1;-1;4;-1;-1;-1;-1;-1;-1;1;-1;5;-1;-1;-1;-1;-1;-1;4;-1;0;-1;3;-1;-1;3;1;-1;-1;-1;36
3_2:513042024513342105105324450231231450;1;19;4.5996668000000005;10.0001479;-1;1;3;-1;4;-1;-1;-1;4;5;1;3;-1;4;2;1;-1;-1;-1;0;-1;3;2;-1;4;-1;-1;-1;3;1;2;3;-1;-1;-1;0;36
3_2:513042024513342105105324450231231450;1;20;1.5097687000000002;10.0001479;5;1;3;-1;4;-1;-1;-1;4;-1;1;3;-1;4;2;1;-1;-1;-1;0;-1;3;2;-1;4;-1;-1;2;3;1;2;3;-1;-1;-1;0;36
3_2:513042024513342105105324450231231450;1;21;0.0087495;10.0001479;-1;1;3;-1;4;-1;-1;-1;4;5;1;3;3;4;2;1;-1;-1;-1;0;-1;3;2;-1;4;-1;-1;2;3;1;2;3;-1;-1;-1;0;36
3_2:134205543021205134421350052413310542;0;9;0.042506800000000004;10.000062100000001;-1;3;-1;-1;-1;5;5;-1;-1;-1;2;-1;-1;-1;-1;1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;-1;-1;1;-1;-1;4;-1;36
3_2:134205543021205134421350052413310542;0;10;0.009586500000000001;10.000062100000001;-1;3;-1;-1;-1;5;-1;-1;-1;-1;2;-1;-1;-1;5;1;-1;-1;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;-1;3;1;-1;-1;4;-1;36
3_2:134205543021205134421350052413310542;0;12;0.0059096;10.000062100000001;1;3;-1;-1;-1;5;-1;-1;-1;-1;2;-1;-1;-1;5;-1;-1;4;-1;-1;-1;-1;-1;-1;0;-1;2;-1;-1;3;3;1;-1;-1;4;-1;36
3_2:134205543021205134421350052413310542;1;16;0.007849;10.0031479;-1;-1;4;-1;0;-1;-1;-1;3;-1;2;1;-1;-1;-1;1;3;4;4;2;1;-1;-1;-1;0;-1;-1;4;-1;-1;3;1;-1;5;-1;-1;36
3_2:104325345201251043510432423150032514;0;9;0.029842700000000003;10.000187400000002;-1;0;-1;3;2;-1;-1;-1;-1;-1;-1;-1;-1;5;-1;-1;-1;-1;-1;1;-1;-1;-1;-1;4;-1;3;-1;-1;-1;-1;-1;-1;5;-1;4;36
3_2:104325345201251043510432423150032514;0;10;0.0083531;10.000187400000002;1;0;-1;3;2;-1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;4;-1;-1;1;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;0;-1;-1;5;-1;-1;36
3_2:104325345201251043510432423150032514;0;12;0.0063406;10.000187400000002;1;0;-1;3;2;-1;3;-1;-1;2;-1;-1;-1;-1;-1;-1;-1;-1;5;1;-1;-1;-1;-1;-1;-1;3;-1;-1;-1;0;-1;-1;5;-1;4;36
